id,sender,count,average_response_time
management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,management/965b0aae-287c-402d-8d71-74ddd4964d7a,2,5
charging/26af7b13-4a55-4e9b-91a5-4bdabc022276,management/965b0aae-287c-402d-8d71-74ddd4964d7a,2,2
