id,sender,count,average_response_time
management/ea225295-fa2a-4a64-a908-229f0a69f4e7,management/f8f60ea3-b305-4916-9c05-7abc49a5e3d2,2,2
management/a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,management/f8f60ea3-b305-4916-9c05-7abc49a5e3d2,2,24
management/cc77e858-ddc7-4f60-af24-934044fa2741,management/f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1,1
