id,sender,count,average_response_time
management/fa67d868-c116-4cf1-b244-b0858e1c5b61,management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,1,6
management/965b0aae-287c-402d-8d71-74ddd4964d7a,management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,2,4
management/4701f8a3-a15c-4bda-afcc-a1eff02403c5,management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,1,4
