id,sender,count,average_response_time
management/e73673fe-4af4-4bf2-b78d-76766052f507,management/4701f8a3-a15c-4bda-afcc-a1eff02403c5,2,4
management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,management/4701f8a3-a15c-4bda-afcc-a1eff02403c5,2,5
