id,sender,count,average_response_time
management/f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,management/a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1,1
management/5b029320-5cb4-4817-a816-bfb605e429f9,management/a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,2,1
management/f8f60ea3-b305-4916-9c05-7abc49a5e3d2,management/a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1,5
