id,sender,count,average_response_time
management/4701f8a3-a15c-4bda-afcc-a1eff02403c5,charging/fd1453d1-a064-495c-b43e-f86dbbb86882,1,5
management/e73673fe-4af4-4bf2-b78d-76766052f507,charging/fd1453d1-a064-495c-b43e-f86dbbb86882,1,2
