id,sender,count,average_response_time
vehicle/6f01bc53-8725-40b8-a73c-ff74d1d22d7b,vehicle/a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1,4
vehicle/fe16bd22-b073-4e35-a2a9-7fcfee7c050f,vehicle/a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,2,1
vehicle/d8025198-1b7b-4eb2-8f0e-daa3b76479df,vehicle/a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1,2
