id,sender,count,average_response_time
management/fdc1e426-dcd1-40c0-a634-0c4f1339ab02,management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,2,6
management/b577281e-ab81-497b-a488-449b980dd18f,management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,2,27
management/fa67d868-c116-4cf1-b244-b0858e1c5b61,management/3410a7fa-45d4-4b4e-b46b-ff6ca59b6abf,1,6
