id,sender,count,average_response_time
management/fdc1e426-dcd1-40c0-a634-0c4f1339ab02,charging/fd1453d1-a064-495c-b43e-f86dbbb86882,1,1
management/b577281e-ab81-497b-a488-449b980dd18f,charging/fd1453d1-a064-495c-b43e-f86dbbb86882,2,27
