id,sender,count,average_response_time
vehicle/cc05a02a-5f64-4991-9107-45a5de037437,vehicle/6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1,2
vehicle/fe16bd22-b073-4e35-a2a9-7fcfee7c050f,vehicle/6f01bc53-8725-40b8-a73c-ff74d1d22d7b,2,1
vehicle/d8025198-1b7b-4eb2-8f0e-daa3b76479df,vehicle/6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1,0
