id,sender,count,average_response_time
management/965b0aae-287c-402d-8d71-74ddd4964d7a,management/fdc1e426-dcd1-40c0-a634-0c4f1339ab02,1,6
management/4701f8a3-a15c-4bda-afcc-a1eff02403c5,management/fdc1e426-dcd1-40c0-a634-0c4f1339ab02,2,3
management/e73673fe-4af4-4bf2-b78d-76766052f507,management/fdc1e426-dcd1-40c0-a634-0c4f1339ab02,1,6
