src,dst,unsubscription
67ba1ef7-cef9-483f-9199-96b1ba74a19f,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
67ba1ef7-cef9-483f-9199-96b1ba74a19f,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,cc77e858-ddc7-4f60-af24-934044fa2741,0
8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,5b029320-5cb4-4817-a816-bfb605e429f9,0
8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
b7ca93de-ffa6-4538-8aa8-31c3e936b869,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
b7ca93de-ffa6-4538-8aa8-31c3e936b869,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
b7ca93de-ffa6-4538-8aa8-31c3e936b869,cc77e858-ddc7-4f60-af24-934044fa2741,0
b7ca93de-ffa6-4538-8aa8-31c3e936b869,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
b7ca93de-ffa6-4538-8aa8-31c3e936b869,5b029320-5cb4-4817-a816-bfb605e429f9,0
b7ca93de-ffa6-4538-8aa8-31c3e936b869,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
b7ca93de-ffa6-4538-8aa8-31c3e936b869,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
dc95c210-f936-4c07-a542-ac6381146c82,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
dc95c210-f936-4c07-a542-ac6381146c82,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
dc95c210-f936-4c07-a542-ac6381146c82,cc77e858-ddc7-4f60-af24-934044fa2741,0
dc95c210-f936-4c07-a542-ac6381146c82,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
dc95c210-f936-4c07-a542-ac6381146c82,5b029320-5cb4-4817-a816-bfb605e429f9,0
dc95c210-f936-4c07-a542-ac6381146c82,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
dc95c210-f936-4c07-a542-ac6381146c82,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,ea225295-fa2a-4a64-a908-229f0a69f4e7,1
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,cc77e858-ddc7-4f60-af24-934044fa2741,1
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,1
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,5b029320-5cb4-4817-a816-bfb605e429f9,1
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,5fc9d459-5e10-4671-b845-95a21f6b2ec4,1
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,8516210e-556a-4885-a980-e7bf9eb12b2f,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0e97574e-3a03-49fb-a037-70398f70363e,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,5d4754be-e123-423f-a7d3-25fef2032b9e,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1902eee1-165f-425f-8f0d-f142da5891dd,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,e5901821-aa8f-4094-bc0b-2fbfd6ee5cda,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,431dba0f-2aca-4877-9e4b-745fb906681c,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,67ba1ef7-cef9-483f-9199-96b1ba74a19f,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,b7ca93de-ffa6-4538-8aa8-31c3e936b869,0
a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,dc95c210-f936-4c07-a542-ac6381146c82,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1
ea225295-fa2a-4a64-a908-229f0a69f4e7,cc77e858-ddc7-4f60-af24-934044fa2741,1
ea225295-fa2a-4a64-a908-229f0a69f4e7,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,1
ea225295-fa2a-4a64-a908-229f0a69f4e7,5b029320-5cb4-4817-a816-bfb605e429f9,1
ea225295-fa2a-4a64-a908-229f0a69f4e7,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1
ea225295-fa2a-4a64-a908-229f0a69f4e7,5fc9d459-5e10-4671-b845-95a21f6b2ec4,1
ea225295-fa2a-4a64-a908-229f0a69f4e7,8516210e-556a-4885-a980-e7bf9eb12b2f,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,0e97574e-3a03-49fb-a037-70398f70363e,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,5d4754be-e123-423f-a7d3-25fef2032b9e,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,1902eee1-165f-425f-8f0d-f142da5891dd,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,e5901821-aa8f-4094-bc0b-2fbfd6ee5cda,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,431dba0f-2aca-4877-9e4b-745fb906681c,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,67ba1ef7-cef9-483f-9199-96b1ba74a19f,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,b7ca93de-ffa6-4538-8aa8-31c3e936b869,0
ea225295-fa2a-4a64-a908-229f0a69f4e7,dc95c210-f936-4c07-a542-ac6381146c82,0
cc77e858-ddc7-4f60-af24-934044fa2741,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1
cc77e858-ddc7-4f60-af24-934044fa2741,ea225295-fa2a-4a64-a908-229f0a69f4e7,1
cc77e858-ddc7-4f60-af24-934044fa2741,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,1
cc77e858-ddc7-4f60-af24-934044fa2741,5b029320-5cb4-4817-a816-bfb605e429f9,1
cc77e858-ddc7-4f60-af24-934044fa2741,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1
cc77e858-ddc7-4f60-af24-934044fa2741,5fc9d459-5e10-4671-b845-95a21f6b2ec4,1
cc77e858-ddc7-4f60-af24-934044fa2741,8516210e-556a-4885-a980-e7bf9eb12b2f,0
cc77e858-ddc7-4f60-af24-934044fa2741,0e97574e-3a03-49fb-a037-70398f70363e,0
cc77e858-ddc7-4f60-af24-934044fa2741,5d4754be-e123-423f-a7d3-25fef2032b9e,0
cc77e858-ddc7-4f60-af24-934044fa2741,1902eee1-165f-425f-8f0d-f142da5891dd,0
cc77e858-ddc7-4f60-af24-934044fa2741,e5901821-aa8f-4094-bc0b-2fbfd6ee5cda,0
cc77e858-ddc7-4f60-af24-934044fa2741,431dba0f-2aca-4877-9e4b-745fb906681c,0
cc77e858-ddc7-4f60-af24-934044fa2741,67ba1ef7-cef9-483f-9199-96b1ba74a19f,0
cc77e858-ddc7-4f60-af24-934044fa2741,8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,0
cc77e858-ddc7-4f60-af24-934044fa2741,b7ca93de-ffa6-4538-8aa8-31c3e936b869,0
cc77e858-ddc7-4f60-af24-934044fa2741,dc95c210-f936-4c07-a542-ac6381146c82,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,ea225295-fa2a-4a64-a908-229f0a69f4e7,1
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,cc77e858-ddc7-4f60-af24-934044fa2741,1
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,5b029320-5cb4-4817-a816-bfb605e429f9,1
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,5fc9d459-5e10-4671-b845-95a21f6b2ec4,1
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,8516210e-556a-4885-a980-e7bf9eb12b2f,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0e97574e-3a03-49fb-a037-70398f70363e,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,5d4754be-e123-423f-a7d3-25fef2032b9e,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,1902eee1-165f-425f-8f0d-f142da5891dd,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,e5901821-aa8f-4094-bc0b-2fbfd6ee5cda,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,431dba0f-2aca-4877-9e4b-745fb906681c,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,67ba1ef7-cef9-483f-9199-96b1ba74a19f,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,b7ca93de-ffa6-4538-8aa8-31c3e936b869,0
f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,dc95c210-f936-4c07-a542-ac6381146c82,0
5b029320-5cb4-4817-a816-bfb605e429f9,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1
5b029320-5cb4-4817-a816-bfb605e429f9,ea225295-fa2a-4a64-a908-229f0a69f4e7,1
5b029320-5cb4-4817-a816-bfb605e429f9,cc77e858-ddc7-4f60-af24-934044fa2741,1
5b029320-5cb4-4817-a816-bfb605e429f9,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,1
5b029320-5cb4-4817-a816-bfb605e429f9,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1
5b029320-5cb4-4817-a816-bfb605e429f9,5fc9d459-5e10-4671-b845-95a21f6b2ec4,1
5b029320-5cb4-4817-a816-bfb605e429f9,8516210e-556a-4885-a980-e7bf9eb12b2f,0
5b029320-5cb4-4817-a816-bfb605e429f9,0e97574e-3a03-49fb-a037-70398f70363e,0
5b029320-5cb4-4817-a816-bfb605e429f9,5d4754be-e123-423f-a7d3-25fef2032b9e,0
5b029320-5cb4-4817-a816-bfb605e429f9,1902eee1-165f-425f-8f0d-f142da5891dd,0
5b029320-5cb4-4817-a816-bfb605e429f9,e5901821-aa8f-4094-bc0b-2fbfd6ee5cda,0
5b029320-5cb4-4817-a816-bfb605e429f9,431dba0f-2aca-4877-9e4b-745fb906681c,0
5b029320-5cb4-4817-a816-bfb605e429f9,67ba1ef7-cef9-483f-9199-96b1ba74a19f,0
5b029320-5cb4-4817-a816-bfb605e429f9,8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,0
5b029320-5cb4-4817-a816-bfb605e429f9,b7ca93de-ffa6-4538-8aa8-31c3e936b869,0
5b029320-5cb4-4817-a816-bfb605e429f9,dc95c210-f936-4c07-a542-ac6381146c82,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,ea225295-fa2a-4a64-a908-229f0a69f4e7,1
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,cc77e858-ddc7-4f60-af24-934044fa2741,1
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,1
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,5b029320-5cb4-4817-a816-bfb605e429f9,1
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,5fc9d459-5e10-4671-b845-95a21f6b2ec4,1
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,8516210e-556a-4885-a980-e7bf9eb12b2f,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0e97574e-3a03-49fb-a037-70398f70363e,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,5d4754be-e123-423f-a7d3-25fef2032b9e,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1902eee1-165f-425f-8f0d-f142da5891dd,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,e5901821-aa8f-4094-bc0b-2fbfd6ee5cda,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,431dba0f-2aca-4877-9e4b-745fb906681c,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,67ba1ef7-cef9-483f-9199-96b1ba74a19f,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,b7ca93de-ffa6-4538-8aa8-31c3e936b869,0
f8f60ea3-b305-4916-9c05-7abc49a5e3d2,dc95c210-f936-4c07-a542-ac6381146c82,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,1
5fc9d459-5e10-4671-b845-95a21f6b2ec4,ea225295-fa2a-4a64-a908-229f0a69f4e7,1
5fc9d459-5e10-4671-b845-95a21f6b2ec4,cc77e858-ddc7-4f60-af24-934044fa2741,1
5fc9d459-5e10-4671-b845-95a21f6b2ec4,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,1
5fc9d459-5e10-4671-b845-95a21f6b2ec4,5b029320-5cb4-4817-a816-bfb605e429f9,1
5fc9d459-5e10-4671-b845-95a21f6b2ec4,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,1
5fc9d459-5e10-4671-b845-95a21f6b2ec4,8516210e-556a-4885-a980-e7bf9eb12b2f,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,0e97574e-3a03-49fb-a037-70398f70363e,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,5d4754be-e123-423f-a7d3-25fef2032b9e,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,1902eee1-165f-425f-8f0d-f142da5891dd,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,e5901821-aa8f-4094-bc0b-2fbfd6ee5cda,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,431dba0f-2aca-4877-9e4b-745fb906681c,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,67ba1ef7-cef9-483f-9199-96b1ba74a19f,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,8fdae334-f7ce-4a2c-8ce1-48c9a50221a9,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,b7ca93de-ffa6-4538-8aa8-31c3e936b869,0
5fc9d459-5e10-4671-b845-95a21f6b2ec4,dc95c210-f936-4c07-a542-ac6381146c82,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,cc77e858-ddc7-4f60-af24-934044fa2741,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,5b029320-5cb4-4817-a816-bfb605e429f9,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,8b7facec-b904-4145-983d-1a483626c205,1
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,cc05a02a-5f64-4991-9107-45a5de037437,1
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,fe16bd22-b073-4e35-a2a9-7fcfee7c050f,1
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,d8025198-1b7b-4eb2-8f0e-daa3b76479df,1
a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,719fc4fc-3901-469e-aedb-6363c9f12284,1
8b7facec-b904-4145-983d-1a483626c205,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
8b7facec-b904-4145-983d-1a483626c205,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
8b7facec-b904-4145-983d-1a483626c205,cc77e858-ddc7-4f60-af24-934044fa2741,0
8b7facec-b904-4145-983d-1a483626c205,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
8b7facec-b904-4145-983d-1a483626c205,5b029320-5cb4-4817-a816-bfb605e429f9,0
8b7facec-b904-4145-983d-1a483626c205,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
8b7facec-b904-4145-983d-1a483626c205,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
8b7facec-b904-4145-983d-1a483626c205,a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1
8b7facec-b904-4145-983d-1a483626c205,cc05a02a-5f64-4991-9107-45a5de037437,1
8b7facec-b904-4145-983d-1a483626c205,6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1
8b7facec-b904-4145-983d-1a483626c205,fe16bd22-b073-4e35-a2a9-7fcfee7c050f,1
8b7facec-b904-4145-983d-1a483626c205,d8025198-1b7b-4eb2-8f0e-daa3b76479df,1
8b7facec-b904-4145-983d-1a483626c205,719fc4fc-3901-469e-aedb-6363c9f12284,1
cc05a02a-5f64-4991-9107-45a5de037437,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
cc05a02a-5f64-4991-9107-45a5de037437,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
cc05a02a-5f64-4991-9107-45a5de037437,cc77e858-ddc7-4f60-af24-934044fa2741,0
cc05a02a-5f64-4991-9107-45a5de037437,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
cc05a02a-5f64-4991-9107-45a5de037437,5b029320-5cb4-4817-a816-bfb605e429f9,0
cc05a02a-5f64-4991-9107-45a5de037437,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
cc05a02a-5f64-4991-9107-45a5de037437,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
cc05a02a-5f64-4991-9107-45a5de037437,a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1
cc05a02a-5f64-4991-9107-45a5de037437,8b7facec-b904-4145-983d-1a483626c205,1
cc05a02a-5f64-4991-9107-45a5de037437,6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1
cc05a02a-5f64-4991-9107-45a5de037437,fe16bd22-b073-4e35-a2a9-7fcfee7c050f,1
cc05a02a-5f64-4991-9107-45a5de037437,d8025198-1b7b-4eb2-8f0e-daa3b76479df,1
cc05a02a-5f64-4991-9107-45a5de037437,719fc4fc-3901-469e-aedb-6363c9f12284,1
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,cc77e858-ddc7-4f60-af24-934044fa2741,0
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,5b029320-5cb4-4817-a816-bfb605e429f9,0
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,8b7facec-b904-4145-983d-1a483626c205,1
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,cc05a02a-5f64-4991-9107-45a5de037437,1
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,fe16bd22-b073-4e35-a2a9-7fcfee7c050f,1
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,d8025198-1b7b-4eb2-8f0e-daa3b76479df,1
6f01bc53-8725-40b8-a73c-ff74d1d22d7b,719fc4fc-3901-469e-aedb-6363c9f12284,1
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,cc77e858-ddc7-4f60-af24-934044fa2741,0
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,5b029320-5cb4-4817-a816-bfb605e429f9,0
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,8b7facec-b904-4145-983d-1a483626c205,1
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,cc05a02a-5f64-4991-9107-45a5de037437,1
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1
